Cust_ID,Cust_Type,Tax_ID,FirstName,LastName,MiddleName,BirthDate,Primary_Citizenship,CountryRes,EmployerName,EmployStatus,MaritalStatus,Occupation,OrgName,EmployeeIND,CustomerStatus,Address1,Address2,Address3,City,State,Zipcode,Country
422,Individual,46-2793308,Valina,Kynton,Sibyl,1972-11-21,US,US,Turcotte-Hodkiewicz,Employed,Single,Health Coach IV,,Customer,Active,9661 Roxbury Court,,,Santa Monica,CA,90405,US
423,Individual,20-3350162,Morlee,Wardhaw,Alexandro,1998-10-07,US,US,Bogan-Schumm,Employed,Single,Automation Specialist I,,Customer,Active,899 Dayton Avenue,,,Modesto,CA,95397,US
424,Individual,41-5078736,Ive,McNeely,Heinrick,1966-05-29,US,US,,Unemployed,Widow,Engineer III,,Customer,Closed,71 Trailsway Way,,,Waterloo,IA,50706,US
425,Individual,42-3079942,Vachel,Marsland,Tedman,1966-06-06,US,US,Towne-Williamson,Employed,Single,Staff Scientist,,Customer,Active,575 Green Ridge Way,,,Gaithersburg,MD,20883,US
426,Individual,15-3647167,Wolfy,Munt,Truda,1991-04-11,US,US,"Mitchell, Stroman and Hintz",Employed,Single,Quality Engineer,,Customer,Closed,81 Mendota Road,,,Pompano Beach,FL,33075,US
427,Individual,36-7764330,Wolfie,Rump,Mathilde,1959-05-25,US,US,Schulist-Wolff,Employed,Widow,Marketing Assistant,,Customer,Active,7 Ridge Oak Terrace,,,Winston Salem,NC,27157,US
428,Individual,78-9407561,Corry,Harbinson,Saw,1946-09-07,US,US,"Bednar, Johns and Beatty",Employed,Single,Research Associate,,Customer,Active,0 Manitowish Junction,,,Lexington,KY,40515,US
429,Individual,75-3998057,Jaymie,McKitterick,Ced,1956-01-12,US,US,Considine Group,Employed,Widow,Safety Technician I,,Customer,Active,49099 School Junction,,,Washington,DC,20525,US
430,Individual,47-1167091,Benjy,Siemianowicz,Cherianne,1984-09-11,US,US,,Unemployed,Single,Chemical Engineer,,Customer,Closed,30 Starling Avenue,,,Lancaster,CA,93584,US
431,Individual,23-3922099,Sabrina,Peak,Alwin,1992-06-29,US,US,O'Kon-Mraz,Employed,Single,Community Outreach Specialist,,Customer,Active,69 Oneill Terrace,,,Portsmouth,NH,03804,US
432,Individual,67-2706615,Helen,Wall,Spenser,1943-02-17,US,US,,Unemployed,Married,Cost Accountant,,Customer,Closed,903 Crescent Oaks Terrace,,,Port Charlotte,FL,33954,US
433,Individual,90-3019022,Jonathon,Speeks,Dolli,1993-12-14,US,US,Bradtke-Klein,Employed,Single,Sales Representative,,Customer,Closed,06 Mallory Street,,,Lakeland,FL,33811,US
434,Individual,39-3506975,Lyman,Dufore,Kyla,1973-03-05,US,US,"Kuhn, Vandervort and Jacobs",Employed,Widow,Teacher,,Customer,Closed,317 Oakridge Crossing,,,Akron,OH,44310,US
435,Individual,67-0903579,Buckie,Rosenfield,Ram,1950-06-04,US,US,O'Connell-Bogan,Employed,Widow,Teacher,,Customer,Active,87152 Butternut Court,,,Oklahoma City,OK,73129,US
436,Individual,95-1516438,Lurleen,Vazquez,Gaynor,1972-07-25,US,US,"Harber, Funk and Moore",Employed,Married,Electrical Engineer,,Customer,Active,918 Susan Street,,,Louisville,KY,40233,US
437,Individual,98-1213020,Constantina,Inman,Addy,1931-05-06,US,US,,Unemployed,Married,Teacher,,Customer,Closed,31342 Swallow Road,,,Huntington Beach,CA,92648,US
438,Individual,98-5840973,Nancey,Agiolfinger,Vinson,1981-03-12,US,US,,Unemployed,Married,Media Manager III,,Customer,Active,927 Thierer Crossing,,,Miami,FL,33164,US
439,Individual,67-0824353,Florance,Bianco,Elmo,2000-10-26,US,US,Homenick Inc,Employed,Widow,Accountant IV,,Customer,Closed,1534 Barby Road,,,Huntsville,AL,35805,US
440,Individual,81-8237415,Marcellina,Ferraretto,Harrietta,2000-03-04,US,US,Braun LLC,Employed,Widow,Director of Sales,,Customer,Closed,51579 Quincy Hill,,,Philadelphia,PA,19146,US
441,Individual,64-3834334,Ann-marie,Iuorio,Janka,1994-09-19,US,US,Keeling-Breitenberg,Employed,Married,General Manager,,Customer,Active,97833 Starling Drive,,,Atlanta,GA,30380,US
442,Individual,85-4531056,Farica,Pittet,Karry,1948-10-24,US,US,"Schuster, Walker and Hartmann",Employed,Single,Web Designer II,,Customer,Active,34684 Sunnyside Pass,,,Saint Petersburg,FL,33731,US
443,Individual,50-7168879,Maxy,Pechold,Ibbie,1946-07-20,US,US,Wintheiser-Stanton,Employed,Married,Senior Sales Associate,,Customer,Closed,2555 Bluestem Junction,,,Charleston,WV,25305,US
444,Individual,56-0062391,Pammi,Ismirnioglou,Nicolle,1942-04-16,US,US,Nienow-Rath,Employed,Widow,Mechanical Systems Engineer,,Customer,Active,222 Mesta Lane,,,Yakima,WA,98907,US
445,Individual,83-9648668,Nan,Lorie,Gussie,1947-03-07,US,US,Bogan and Sons,Employed,Single,Chemical Engineer,,Customer,Closed,2976 Pennsylvania Way,,,Frankfort,KY,40618,US
446,Individual,12-5149114,Carita,Hales,Chaim,1949-02-15,US,US,Witting-Wunsch,Employed,Single,Engineer II,,Customer,Closed,50995 Chinook Avenue,,,Providence,RI,02905,US
447,Individual,16-3118189,Jaquith,Sollas,Burton,1999-12-06,US,US,,Unemployed,Married,Senior Financial Analyst,,Customer,Active,7495 Rigney Avenue,,,Midland,TX,79710,US
448,Individual,08-1799221,Clem,Brackpool,Myrtice,1967-09-03,US,US,,Unemployed,Widow,Senior Financial Analyst,,Customer,Closed,1924 Norway Maple Park,,,Waterloo,IA,50706,US
449,Individual,03-8261321,Erasmus,Rossborough,See,1967-04-02,US,US,,Unemployed,Widow,Quality Control Specialist,,Customer,Active,18 Laurel Drive,,,Columbus,OH,43220,US
450,Individual,30-0007153,Washington,McLellan,Roxine,1959-01-09,US,US,,Unemployed,Widow,Software Test Engineer III,,Customer,Closed,201 Chive Way,,,Oxnard,CA,93034,US
451,Individual,23-7574642,Annnora,Smooth,Vivia,1998-09-29,US,US,Pfeffer LLC,Employed,Widow,Actuary,,Customer,Closed,478 Crest Line Point,,,Little Rock,AR,72222,US
452,Individual,07-6760751,Garrett,Jereatt,Morie,1970-05-01,US,US,Becker Inc,Employed,Widow,Physical Therapy Assistant,,Customer,Active,7 Miller Lane,,,Corpus Christi,TX,78475,US
453,Individual,55-0715270,Philippa,Miskelly,Germain,1948-11-25,US,US,"Lubowitz, Davis and Tillman",Employed,Widow,Technical Writer,,Employee,Closed,79639 Talmadge Point,,,Seattle,WA,98185,US
454,Individual,21-9543577,Danyette,O'Leary,Kalina,1993-02-11,US,US,McLaughlin Inc,Employed,Single,Legal Assistant,,Customer,Active,523 Loomis Parkway,,,Pittsburgh,PA,15230,US
455,Individual,33-3756290,Davin,Phettiplace,Georgianna,1962-03-28,US,US,,Unemployed,Widow,Accountant I,,Customer,Active,629 Tennessee Alley,,,Fort Wayne,IN,46805,US
456,Individual,33-1744060,Eleonore,Auten,Bertrand,1930-02-26,US,US,"Stiedemann, Mitchell and Runolfsson",Employed,Single,Human Resources Manager,,Customer,Active,61 Summer Ridge Junction,,,Tulsa,OK,74156,US
457,Individual,14-6517786,Moshe,Mcall,Maximilian,1996-02-14,US,US,Johns-Spencer,Employed,Single,Staff Accountant IV,,Customer,Active,88115 Springview Terrace,,,Milwaukee,WI,53210,US
458,Individual,15-9666176,Trstram,Di Giacomo,Leonard,2000-07-15,US,US,Collins Inc,Employed,Widow,Computer Systems Analyst II,,Customer,Closed,06063 Rowland Plaza,,,North Little Rock,AR,72118,US
459,Individual,58-9384287,Dredi,Hanes,Zechariah,1938-10-14,US,US,"Bogan, Hessel and Marvin",Employed,Widow,Analog Circuit Design manager,,Customer,Active,81417 Ohio Trail,,,Atlanta,GA,31106,US
460,Individual,77-4855004,Glennis,Camilleri,Germain,1973-02-23,US,US,Jacobson LLC,Employed,Married,Quality Control Specialist,,Customer,Closed,90 Chinook Drive,,,San Mateo,CA,94405,US
461,Individual,45-4520859,Paula,Siflet,Sharron,1934-10-02,US,US,Lang-Barrows,Employed,Single,Automation Specialist I,,Customer,Active,50 Artisan Park,,,Washington,DC,20244,US
462,Individual,12-6233234,Forester,Basketter,Inness,1947-09-10,US,US,"Gerhold, Brakus and Zemlak",Employed,Widow,Account Representative II,,Customer,Active,958 Butterfield Street,,,Washington,DC,20062,US
463,Individual,06-4843479,Raimundo,Lindenblatt,Cordy,1945-09-09,US,US,"Marvin, Rolfson and Upton",Employed,Single,Software Test Engineer IV,,Customer,Closed,7 Pierstorff Way,,,Cleveland,OH,44185,US
464,Individual,36-6165723,Phip,Prigmore,Gabriel,1956-06-04,US,US,,Unemployed,Married,Senior Financial Analyst,,Customer,Closed,7 Michigan Alley,,,Austin,TX,78749,US
465,Individual,11-0836321,Broddy,Ruggier,Moises,1966-10-02,US,US,Rempel Group,Employed,Single,Human Resources Assistant IV,,Customer,Closed,36957 Del Sol Drive,,,El Paso,TX,79950,US
466,Individual,37-4894255,Sascha,Bony,Jamil,1949-11-25,US,US,Pollich Group,Employed,Married,Product Engineer,,Customer,Closed,3 Erie Alley,,,Lincoln,NE,68510,US
467,Individual,15-5280991,Brendin,Jewis,Ileana,1976-12-08,US,US,Jacobi-Block,Employed,Widow,Database Administrator I,,Customer,Active,17 Kropf Parkway,,,New Haven,CT,06510,US
468,Individual,97-9654482,Paten,Roubeix,Hendrika,1951-12-16,US,US,Franecki Group,Employed,Widow,Graphic Designer,,Customer,Active,55065 Fisk Crossing,,,Jackson,MS,39210,US
469,Individual,19-7981154,Willette,Willerstone,Brannon,1940-02-10,US,US,Murray Group,Employed,Widow,Information Systems Manager,,Customer,Closed,68805 Killdeer Drive,,,Richmond,VA,23228,US
470,Individual,16-3522339,Jillian,Cockerham,Nina,1948-07-11,US,US,"Auer, Wuckert and Gislason",Employed,Single,Product Engineer,,Customer,Closed,24 Westerfield Junction,,,Bakersfield,CA,93305,US
471,Individual,59-9045222,Leese,Foulks,Christie,1936-06-05,US,US,Auer-Schamberger,Employed,Married,Payment Adjustment Coordinator,,Customer,Closed,666 Evergreen Trail,,,San Antonio,TX,78265,US
472,Individual,53-9727089,Corabel,Laydel,Oliviero,1937-02-07,US,US,"Reichert, Bauch and Blanda",Employed,Widow,Quality Control Specialist,,Customer,Closed,93316 Summit Lane,,,San Diego,CA,92132,US
473,Individual,17-2846649,Drona,Ingre,Albertine,1990-01-18,US,US,"Bauch, Hodkiewicz and Wisozk",Employed,Widow,Senior Sales Associate,,Customer,Closed,16 Pine View Plaza,,,Madison,WI,53726,US
474,Individual,59-6406811,Cedric,Brownill,Denise,1983-09-26,US,US,Emmerich Group,Employed,Single,Software Consultant,,Customer,Active,756 Esker Center,,,Chicago,IL,60624,US
475,Individual,46-4779522,Sharline,Duffell,Carleton,1993-04-12,US,US,Rippin-Moore,Employed,Widow,Compensation Analyst,,Customer,Closed,630 Hauk Hill,,,Sunnyvale,CA,94089,US
476,Individual,76-1613297,Carolyn,Liddiard,Dode,1942-02-20,US,US,"Koelpin, Zemlak and Wisozk",Employed,Married,Budget/Accounting Analyst IV,,Customer,Closed,555 Paget Terrace,,,Mesa,AZ,85210,US
477,Individual,13-8088163,Moe,Liger,Russell,1941-03-17,US,US,Rice-Huels,Employed,Widow,Operator,,Customer,Closed,547 Vidon Junction,,,Dayton,OH,45426,US
478,Individual,34-1873624,Angela,Urrey,Maiga,1998-08-16,US,US,Aufderhar Inc,Employed,Married,Staff Scientist,,Customer,Closed,57187 Rieder Pass,,,Los Angeles,CA,90087,US
479,Individual,43-9967670,Rebecka,Dabbs,Chance,1994-03-02,US,US,,Unemployed,Married,Account Executive,,Customer,Active,75 Autumn Leaf Parkway,,,Baton Rouge,LA,70894,US
480,Individual,44-6790267,Wilmer,Juanico,Noel,1979-07-24,US,US,,Unemployed,Single,Analyst Programmer,,Customer,Closed,6 Boyd Parkway,,,Norman,OK,73071,US
481,Individual,70-2084643,Isabelita,Inkpin,Jan,1933-09-13,US,US,,Unemployed,Married,GIS Technical Architect,,Employee,Active,523 Dakota Way,,,Macon,GA,31296,US
482,Individual,68-3088982,Daphna,Klossek,Miran,1987-04-04,US,US,"Kovacek, Hessel and Moore",Employed,Married,Environmental Specialist,,Customer,Active,3 Lakeland Point,,,Washington,DC,20268,US
483,Individual,29-7452927,Kaspar,Wilgar,Aldridge,1935-09-11,US,US,Walter-Lubowitz,Employed,Widow,Senior Financial Analyst,,Customer,Closed,4996 Summerview Hill,,,Richmond,VA,23203,US
484,Individual,65-2027796,Henryetta,Jiroutka,Mellisa,1974-09-27,US,US,Hoppe Inc,Employed,Married,Occupational Therapist,,Customer,Active,46 Brown Terrace,,,Fort Pierce,FL,34981,US
485,Individual,61-4104649,Sharona,Cottisford,Winifield,1981-02-13,US,US,,Unemployed,Widow,Environmental Tech,,Customer,Active,19 Havey Road,,,Roanoke,VA,24014,US
486,Individual,81-9505428,Hilario,Infante,Francesca,1972-12-25,US,US,"Stiedemann, Franecki and Deckow",Employed,Single,Senior Editor,,Customer,Active,136 Colorado Way,,,Torrance,CA,90505,US
487,Individual,08-1394560,Celisse,Girth,Sophia,1975-01-03,US,US,Hudson Inc,Employed,Married,Account Executive,,Customer,Active,13 Ruskin Crossing,,,Shreveport,LA,71115,US
488,Individual,64-6237541,Mabel,Kirman,Claudette,1956-08-09,US,US,Collins-Christiansen,Employed,Single,Software Test Engineer II,,Customer,Closed,9 Hooker Place,,,Lake Worth,FL,33467,US
489,Individual,02-2488118,Kylie,Averall,Lyell,1998-10-05,US,US,"Wintheiser, Mitchell and Stehr",Employed,Married,Media Manager III,,Customer,Closed,44651 Welch Avenue,,,Austin,TX,78769,US
490,Individual,08-5736772,Loralee,Brader,Livvy,1989-04-17,US,US,Wisoky LLC,Employed,Married,Software Test Engineer III,,Customer,Closed,97874 Corscot Lane,,,Lake Charles,LA,70607,US
491,Individual,62-9468499,Egon,Spurgin,Laughton,1990-06-08,US,US,,Unemployed,Married,Registered Nurse,,Customer,Active,0595 Emmet Avenue,,,Peoria,IL,61635,US
492,Individual,17-5922775,Mannie,Dudin,Celine,1962-07-25,US,US,"Wehner, Johnston and Jenkins",Employed,Single,Assistant Professor,,Customer,Active,160 Bultman Lane,,,Savannah,GA,31405,US
493,Individual,20-1010215,Teodora,Rumsey,Klaus,1981-09-23,US,US,"Pacocha, Monahan and Leuschke",Employed,Single,Pharmacist,,Customer,Active,3 Helena Parkway,,,Chattanooga,TN,37410,US
494,Individual,60-7032595,Tobie,Craighall,Audrie,1952-06-27,US,US,"Daniel, Dietrich and Wolf",Employed,Married,Engineer III,,Customer,Active,9 Porter Crossing,,,Philadelphia,PA,19131,US
495,Individual,90-3332623,Nelly,Putley,Darrell,1968-07-23,US,US,"Heaney, Predovic and Rice",Employed,Widow,Systems Administrator I,,Customer,Closed,744 Eagle Crest Court,,,Tucson,AZ,85705,US
496,Individual,51-9912148,Marigold,O'Suaird,Scarlett,1986-04-03,US,US,Brown Group,Employed,Married,Financial Advisor,,Customer,Closed,6246 Holmberg Drive,,,Myrtle Beach,SC,29579,US
497,Individual,42-0234514,Jecho,Tiffney,Abe,1996-03-17,US,US,,Unemployed,Widow,Junior Executive,,Customer,Active,805 Dakota Court,,,Tulsa,OK,74156,US
498,Individual,68-2261446,Barney,Pindell,Jdavie,1979-09-19,US,US,"Krajcik, Hackett and Ratke",Employed,Single,Computer Systems Analyst III,,Customer,Closed,20 Beilfuss Park,,,Springfield,MA,01105,US
499,Individual,89-6163709,Renaud,Openshaw,Deb,2000-07-30,US,US,Connelly-Hoppe,Employed,Single,Senior Sales Associate,,Customer,Active,58546 West Pass,,,San Jose,CA,95133,US
500,Individual,50-7688519,Beale,Scanderet,Ber,1944-06-09,US,US,"Schuppe, Cormier and Schuster",Employed,Married,Geological Engineer,,Customer,Closed,8148 Cambridge Road,,,Roanoke,VA,24024,US
501,Individual,75-6663008,Christel,Legges,Adolf,1937-01-28,US,US,"Gleichner, Romaguera and Sanford",Employed,Widow,Safety Technician II,,Customer,Closed,1 Comanche Point,,,Boston,MA,02109,US
502,Individual,15-0060492,Michaeline,Dannell,Kelsi,1963-12-24,US,US,Dach Group,Employed,Single,Research Assistant I,,Customer,Closed,17155 Lakewood Pass,,,Evanston,IL,60208,US
503,Individual,71-2097387,Christiana,Wickling,Dolf,1963-07-24,US,US,Hintz-Daugherty,Employed,Widow,Systems Administrator IV,,Customer,Active,96462 Scoville Terrace,,,White Plains,NY,10633,US
504,Individual,94-1341278,Benedict,Berthomier,Godfree,1998-12-26,US,US,Schneider Group,Employed,Widow,Analyst Programmer,,Customer,Closed,8 Merry Trail,,,Albany,NY,12227,US
505,Individual,22-6613646,Etheline,Tottle,Giselle,1996-03-13,US,US,,Unemployed,Married,Recruiting Manager,,Customer,Closed,05 Emmet Parkway,,,El Paso,TX,88541,US
506,Individual,15-5354295,Jerrome,Gudgin,Gavin,1958-11-03,US,US,"Johnston, Green and Vandervort",Employed,Single,Help Desk Operator,,Customer,Closed,9 Portage Alley,,,Houston,TX,77060,US
507,Individual,51-9851872,Laryssa,Laurenzi,Erda,1999-06-29,US,US,,Unemployed,Married,VP Accounting,,Customer,Closed,9 Calypso Trail,,,Washington,DC,20409,US
508,Individual,91-0626556,Brennan,Niblo,Anthea,1983-12-09,US,US,,Unemployed,Married,Marketing Assistant,,Customer,Closed,774 Columbus Terrace,,,Mobile,AL,36622,US
509,Individual,89-9366841,Beth,Matskiv,Jess,1951-07-23,US,US,,Unemployed,Widow,Database Administrator I,,Customer,Active,0 Westerfield Way,,,Tucson,AZ,85754,US
510,Individual,25-2123246,Claybourne,Elcoat,Riobard,1993-02-05,US,US,"Trantow, Turner and Ondricka",Employed,Widow,Office Assistant II,,Customer,Closed,39317 Trailsway Alley,,,Katy,TX,77493,US
511,Individual,49-1533139,Shaylyn,Courvert,Rafe,1966-11-27,US,US,Trantow LLC,Employed,Married,Civil Engineer,,Customer,Closed,69 Banding Point,,,Youngstown,OH,44555,US
512,Individual,47-8838325,Baron,Perks,Muire,1973-07-13,US,US,Skiles-Lang,Employed,Married,VP Product Management,,Customer,Active,171 Sheridan Plaza,,,Albany,NY,12242,US
513,Individual,82-3821957,Trueman,Bramah,Pooh,1988-08-10,US,US,Lindgren-Fritsch,Employed,Single,Dental Hygienist,,Customer,Active,947 Arkansas Court,,,Miami,FL,33158,US
514,Individual,43-3527475,Peder,Karleman,Pip,1946-06-14,US,US,Crona Inc,Employed,Married,Web Designer II,,Customer,Closed,785 Granby Parkway,,,Atlanta,GA,30336,US
515,Individual,25-9225861,Ellissa,Mayall,Kevina,1934-11-07,US,US,Considine-Hegmann,Employed,Single,Systems Administrator II,,Customer,Active,74669 2nd Terrace,,,Memphis,TN,38188,US
516,Individual,20-8904135,Jayme,Kelly,Ferdie,1946-03-30,US,US,"Quigley, Kirlin and Herman",Employed,Widow,Programmer Analyst I,,Customer,Closed,5 Alpine Drive,,,Billings,MT,59105,US
517,Individual,04-0426070,Sherwynd,Graber,Gordan,1932-06-23,US,US,"Legros, Kilback and Schoen",Employed,Single,Senior Developer,,Customer,Closed,47805 Forest Dale Point,,,Washington,DC,20244,US
518,Individual,38-1378687,Gabriel,Lowle,Welch,1954-06-29,US,US,Sanford-Stehr,Employed,Married,Web Designer III,,Customer,Closed,26 Brown Plaza,,,Spring Hill,FL,34611,US
519,Individual,50-1090526,Gustie,Godsal,Munmro,1953-08-03,US,US,Krajcik-Wintheiser,Employed,Widow,Web Designer II,,Customer,Active,21 Pearson Point,,,Savannah,GA,31405,US
520,Individual,98-0816729,Sibylle,Gambie,Akim,1996-11-01,US,US,Armstrong LLC,Employed,Married,Senior Developer,,Customer,Closed,83472 Oak Lane,,,Honolulu,HI,96840,US
521,Individual,03-9783949,Miguelita,Gayther,Ogdon,1976-07-03,US,US,Turner-Weber,Employed,Single,Health Coach IV,,Customer,Active,824 Saint Paul Pass,,,Tampa,FL,33647,US
522,Individual,83-2959616,Giana,Grimoldby,Dollie,1937-07-22,US,US,Turner-Reichel,Employed,Single,Executive Secretary,,Customer,Active,2 Heath Hill,,,New Orleans,LA,70179,US
523,Individual,85-1058100,Clementina,Butler-Bowdon,Nicolai,1986-12-17,US,US,,Unemployed,Married,Registered Nurse,,Customer,Closed,3 Carberry Crossing,,,Amarillo,TX,79171,US
524,Individual,84-5230771,Boony,Armall,Vidovik,1943-03-23,US,US,Pfannerstill-Bartell,Employed,Widow,Sales Representative,,Customer,Closed,18894 Anzinger Junction,,,San Francisco,CA,94105,US
525,Individual,21-9062039,Julianne,Devigne,Reena,1972-06-17,US,US,O'Kon-Flatley,Employed,Widow,Sales Representative,,Customer,Closed,3989 Northridge Point,,,San Diego,CA,92176,US
526,Individual,12-6715842,Enrica,Siflet,Oriana,1964-06-26,US,US,"Collier, Smith and Bernier",Employed,Widow,Civil Engineer,,Customer,Closed,574 Graceland Avenue,,,Indianapolis,IN,46216,US
527,Individual,49-7946705,Oswell,Melmeth,Dennie,1996-11-02,US,US,Gibson-Schultz,Employed,Married,Budget/Accounting Analyst I,,Customer,Closed,046 Redwing Point,,,Portland,OR,97206,US
528,Individual,63-7388115,Ruthann,Rowan,Janey,1977-01-21,US,US,"Connelly, Tillman and Ratke",Employed,Married,Nuclear Power Engineer,,Customer,Active,34144 Golf Junction,,,Lexington,KY,40505,US
529,Individual,80-0741869,Dinny,Spuffard,Axel,1991-04-30,US,US,Roob Inc,Employed,Single,Actuary,,Customer,Active,02 Ramsey Court,,,Laredo,TX,78044,US
530,Individual,57-3388336,Belia,Ludewig,Maritsa,1931-07-14,US,US,,Unemployed,Married,Sales Representative,,Customer,Active,6236 Kedzie Court,,,Huntington,WV,25775,US
531,Individual,01-1618857,Janeva,Gravenell,Maiga,1932-03-17,US,US,Reichel Group,Employed,Single,Information Systems Manager,,Customer,Active,3902 Dixon Center,,,Knoxville,TN,37914,US
532,Individual,71-6364086,Charlot,Franceschino,Ruggiero,1975-04-23,US,US,,Unemployed,Widow,Assistant Media Planner,,Customer,Closed,10100 Esker Road,,,Arlington,VA,22244,US
533,Individual,67-0484004,Erma,Umney,Eleonore,1980-05-01,US,US,Dietrich LLC,Employed,Married,Internal Auditor,,Customer,Active,722 Chinook Terrace,,,Odessa,TX,79769,US
534,Individual,64-3473901,Devlin,Schermick,Isadore,1969-03-24,US,US,,Unemployed,Married,Desktop Support Technician,,Customer,Active,63770 Orin Pass,,,Killeen,TX,76544,US
535,Individual,06-2153279,Miguel,Nelles,Stewart,1959-09-06,US,US,Hirthe-Heathcote,Employed,Widow,Human Resources Assistant III,,Customer,Closed,508 American Ash Way,,,Columbus,GA,31914,US
536,Individual,70-5691262,Kath,Hedon,Johanna,1970-06-02,US,US,Herman and Sons,Employed,Widow,Quality Control Specialist,,Customer,Active,2339 Carey Park,,,Mobile,AL,36641,US
537,Individual,90-1485734,Cherrita,Hubbart,Thorsten,1993-06-21,US,US,,Unemployed,Single,Sales Representative,,Customer,Closed,62929 Village Green Alley,,,Hartford,CT,06120,US
538,Individual,25-9826793,Anastasia,Laight,Irina,1995-10-10,US,US,,Unemployed,Single,Staff Accountant I,,Customer,Active,96063 Weeping Birch Plaza,,,Northridge,CA,91328,US
539,Individual,64-5567634,Fabiano,D'Aeth,Elston,1998-02-07,US,US,,Unemployed,Single,Office Assistant III,,Customer,Active,9 Donald Way,,,Bronx,NY,10474,US
540,Individual,30-5364176,Brunhilde,Quimby,Gardner,1984-09-07,US,US,Ankunding-Klein,Employed,Widow,Occupational Therapist,,Customer,Closed,061 Barby Junction,,,Chicago,IL,60646,US
541,Individual,14-9976375,Aline,Shakelade,Aubry,1955-07-19,US,US,,Unemployed,Single,Product Engineer,,Customer,Closed,014 Miller Parkway,,,Bryan,TX,77806,US
542,Individual,34-8033087,Skell,Flintiff,Yetta,1948-08-29,US,US,Crooks Inc,Employed,Widow,Internal Auditor,,Customer,Active,92641 Lakewood Plaza,,,Staten Island,NY,10310,US
543,Individual,68-6231026,Jourdain,Dransfield,Pavel,1960-03-20,US,US,Barton Group,Employed,Married,Software Consultant,,Customer,Active,84 Cambridge Drive,,,Duluth,MN,55811,US
544,Individual,70-3171096,Adella,Rodwell,Cassey,1953-04-18,US,US,,Unemployed,Single,Tax Accountant,,Customer,Active,7 Waxwing Drive,,,Pasadena,CA,91125,US
545,Individual,79-8806053,Pauly,Dowry,Giorgio,1975-11-19,US,US,Windler Group,Employed,Married,Research Assistant IV,,Customer,Active,8245 Killdeer Way,,,Saint Louis,MO,63167,US
546,Individual,22-7987439,Hyacinthie,Steuhlmeyer,Nona,1943-01-12,US,US,Torphy LLC,Employed,Widow,VP Accounting,,Customer,Active,298 Scoville Hill,,,San Antonio,TX,78220,US
547,Individual,52-9629399,Amata,Raybould,Gwenora,1948-06-05,US,US,"Miller, Russel and Hills",Employed,Widow,Registered Nurse,,Customer,Active,785 Londonderry Terrace,,,Dallas,TX,75287,US
548,Individual,06-9722201,Quentin,Elijahu,Lynsey,1977-06-08,US,US,Wolff-Parisian,Employed,Single,Research Nurse,,Customer,Active,312 Luster Lane,,,Minneapolis,MN,55448,US
549,Individual,19-6783355,Murray,Jackman,Mollee,1953-06-20,US,US,Torp-Jacobi,Employed,Widow,General Manager,,Customer,Closed,0 Schurz Way,,,Hollywood,FL,33028,US
550,Individual,96-1693232,Tracy,Petigrew,Tirrell,1942-06-04,US,US,,Unemployed,Married,Registered Nurse,,Customer,Active,46476 Butterfield Trail,,,Harrisburg,PA,17110,US
551,Individual,96-7237842,Law,Maxted,Esra,1930-03-13,US,US,Cruickshank-Towne,Employed,Single,Environmental Specialist,,Customer,Active,75 Stang Avenue,,,Richmond,VA,23220,US
552,Individual,40-9262319,Waldemar,Brownlea,Rhona,1936-01-28,US,US,"Abbott, McDermott and Langosh",Employed,Married,Pharmacist,,Customer,Active,69 Hudson Junction,,,Monroe,LA,71213,US
553,Individual,83-9013054,Brod,Pieper,Mildred,1972-06-28,US,US,,Unemployed,Widow,Assistant Professor,,Customer,Closed,548 Golf Circle,,,Cincinnati,OH,45271,US
554,Individual,86-2359950,Eduino,Bachnic,Corbett,1934-01-09,US,US,Christiansen-Lang,Employed,Widow,Administrative Officer,,Customer,Closed,8 Jenifer Drive,,,Roanoke,VA,24004,US
555,Individual,60-2353062,Terrance,MacGillespie,Madge,1963-05-18,US,US,Mraz Group,Employed,Single,Executive Secretary,,Customer,Closed,15083 Pennsylvania Parkway,,,Bronx,NY,10459,US
556,Individual,86-5209435,Zena,Andreaccio,Cristen,1972-06-02,US,US,Kohler and Sons,Employed,Widow,Office Assistant III,,Customer,Closed,4 American Drive,,,Biloxi,MS,39534,US
557,Individual,15-8307880,Jonah,Andreuzzi,Shawnee,1976-12-17,US,US,Green-Jacobs,Employed,Single,Environmental Specialist,,Customer,Closed,4 Eliot Road,,,Jamaica,NY,11431,US
558,Individual,93-0673412,Ozzy,Epperson,Audre,1948-11-17,US,US,Gerhold Inc,Employed,Widow,VP Product Management,,Customer,Closed,166 Valley Edge Circle,,,Spokane,WA,99205,US
559,Individual,09-4249713,Joeann,Betser,Alyssa,1959-04-30,US,US,Kemmer LLC,Employed,Single,Database Administrator III,,Customer,Active,072 Del Sol Street,,,Miami,FL,33164,US
560,Individual,51-8277914,Freeman,Rawet,Sophie,1975-11-11,US,US,Balistreri Inc,Employed,Widow,Sales Associate,,Customer,Closed,634 Bashford Trail,,,Denver,CO,80270,US
561,Individual,88-6684753,Billie,Pettwood,Kissee,1958-04-13,US,US,,Unemployed,Widow,Physical Therapy Assistant,,Customer,Active,337 Vera Lane,,,Muncie,IN,47306,US
562,Individual,58-4290191,Anthea,Komorowski,Hermy,1949-06-11,US,US,"Bahringer, Hegmann and Russel",Employed,Single,VP Product Management,,Customer,Active,630 Fulton Point,,,New York City,NY,10175,US
